region,year,month,time,rain.1.0,ptraps,aptraps,r,mf.breeding,mf.pregnant,pop.mature,pad.male
dawson_valley,1997,11,1997.88,142.5,2.1,2.1,,,,,
dawson_valley,1997,12,1997.96,18.9,1.8,1.8,,,,,
dawson_valley,1998,1,1998.04,48,1.5,1.5,,,,,
dawson_valley,1998,2,1998.13,104.3,0.3,0.3,,,,,
dawson_valley,1998,3,1998.21,4.4,,,,,,,
dawson_valley,1998,4,1998.29,162.7,0.7,0.7,,,,,
dawson_valley,1998,5,1998.38,79.2,,,,,,,
dawson_valley,1998,6,1998.46,14.3,0.6,0.6,,,,,
dawson_valley,1998,7,1998.54,11.5,,,,,,,
dawson_valley,1998,8,1998.63,73.4,3.6,3.7,,,,,
dawson_valley,1998,9,1998.71,151.7,,,,,,,
dawson_valley,1998,10,1998.79,91.8,7.3,7.6,,,,,
dawson_valley,1998,11,1998.88,143.8,8.7,9.1,,,,,
dawson_valley,1998,12,1998.96,56,10.1,10.6,,,,,
dawson_valley,1999,1,1999.04,148.2,,,,,,,
dawson_valley,1999,2,1999.13,90.6,28.2,33.1,,,,,
dawson_valley,1999,3,1999.21,47.1,26.9,31.3,,,,,
dawson_valley,1999,4,1999.29,7.2,19.1,21.2,,,,,
dawson_valley,1999,5,1999.38,2.3,6.7,6.9,,,,,
dawson_valley,1999,6,1999.46,15.6,15.2,16.5,,,,,
dawson_valley,1999,7,1999.54,37.9,4,4.1,,,,,
dawson_valley,1999,8,1999.63,9.6,1.3,1.3,,,,,
dawson_valley,1999,9,1999.71,0.3,,,,,,,
dawson_valley,1999,10,1999.79,49.2,,,,,,,
dawson_valley,1999,11,1999.88,120.7,,,,,,,
dawson_valley,1999,12,1999.96,8.8,,,,,,,
dawson_valley,2000,1,2000.04,131.4,,,,,,,
dawson_valley,2000,2,2000.13,85.4,,,,,,,
dawson_valley,2000,3,2000.21,27.7,,,,,,,
dawson_valley,2000,4,2000.29,53.1,,,,,,,
dawson_valley,2000,5,2000.38,15.6,,,,,,,
dawson_valley,2000,6,2000.46,15.2,,,,,,,
dawson_valley,2000,7,2000.54,8.1,,,,,,,
dawson_valley,2000,8,2000.63,25.3,,,,,,,
dawson_valley,2000,9,2000.71,0,,,,,,,
dawson_valley,2000,10,2000.79,105.9,,,,,,,
dawson_valley,2000,11,2000.88,141.3,,,,,,,
dawson_valley,2000,12,2000.96,92.6,,,,,,,
dawson_valley,2001,1,2001.04,17.5,,,,,,,
dawson_valley,2001,2,2001.13,71.6,,,,,,,
dawson_valley,2001,3,2001.21,82.4,,,,,,,
dawson_valley,2001,4,2001.29,8.1,,,,,,,
dawson_valley,2001,5,2001.38,5.2,,,,,,,
dawson_valley,2001,6,2001.46,5.2,,,,,,,
dawson_valley,2001,7,2001.54,23.4,,,,,,,
dawson_valley,2001,8,2001.63,4.2,,,,,,,
dawson_valley,2001,9,2001.71,15,,,,,,,
dawson_valley,2001,10,2001.79,64.6,,,,,,,
dawson_valley,2001,11,2001.88,112.1,,,,,,,
dawson_valley,2001,12,2001.96,85.4,,,,,,,
dawson_valley,2002,1,2002.04,61.1,,,,,,,
dawson_valley,2002,2,2002.13,43.2,,,,,,,
dawson_valley,2002,3,2002.21,39,,,,,,,
dawson_valley,2002,4,2002.29,11,,,,,,,
dawson_valley,2002,5,2002.38,49.2,,,,,,,
dawson_valley,2002,6,2002.46,68.8,,,,,,,
dawson_valley,2002,7,2002.54,0,,,,,,,
dawson_valley,2002,8,2002.63,55.2,,,,,,,
dawson_valley,2002,9,2002.71,0,,,,,,,
dawson_valley,2002,10,2002.79,4,,,,,,,
dawson_valley,2002,11,2002.88,34.2,,,,,,,
dawson_valley,2002,12,2002.96,81,,,,,,,
dawson_valley,2003,1,2003.04,14.1,,,,,,,
dawson_valley,2003,2,2003.13,253.1,,,,,,,
dawson_valley,2003,3,2003.21,97.2,,,,,,,
dawson_valley,2003,4,2003.29,18.4,,,,,,,
dawson_valley,2003,5,2003.38,4.3,,,,,,,
dawson_valley,2003,6,2003.46,25.5,,,,,,,
dawson_valley,2003,7,2003.54,13.4,1,1,,,,,
dawson_valley,2003,8,2003.63,44.7,,,,,,,
dawson_valley,2003,9,2003.71,3.1,4.4,4.5,,,,,
dawson_valley,2003,10,2003.79,63,14.3,15.4,,,,,
dawson_valley,2003,11,2003.88,17.7,26.7,31.1,,,,,
dawson_valley,2003,12,2003.96,164,,,,,,,
dawson_valley,2004,1,2004.04,68.4,,,,,,,
dawson_valley,2004,2,2004.13,90.4,33.9,41.4,,,,,
dawson_valley,2004,3,2004.21,26.3,38.3,48.3,,,,,
dawson_valley,2004,4,2004.29,16.7,,,,,,,
dawson_valley,2004,5,2004.38,0,,,,,,,
dawson_valley,2004,6,2004.46,3.7,10.7,11.3,,,,,
dawson_valley,2004,7,2004.54,0.8,43,56.2,,,,,
dawson_valley,2004,8,2004.63,3.7,1.4,1.4,,,,,
dawson_valley,2004,9,2004.71,23.9,,,,,,,
dawson_valley,2004,10,2004.79,61.9,,,,,,,
dawson_valley,2004,11,2004.88,136.5,0.4,0.4,,,,,
dawson_valley,2004,12,2004.96,131.4,0,0,,,,,
dawson_valley,2005,1,2005.04,65.5,,,,,,,
dawson_valley,2005,2,2005.13,64.6,,,,,,,
dawson_valley,2005,3,2005.21,56.4,0,0,,,,,
dawson_valley,2005,4,2005.29,17.7,,,,,,,
dawson_valley,2005,5,2005.38,70.1,,,,,,,
dawson_valley,2005,6,2005.46,128.5,0.4,0.4,,,,,
dawson_valley,2005,7,2005.54,0,,,,,,,
dawson_valley,2005,8,2005.63,16.1,,,,,,,
dawson_valley,2005,9,2005.71,11.4,0.7,0.7,,,,,
dawson_valley,2005,10,2005.79,130.9,2.8,2.8,,,,,
dawson_valley,2005,11,2005.88,30.5,0.3,0.3,,,,,
dawson_valley,2005,12,2005.96,116.2,,,,,,,
dawson_valley,2006,1,2006.04,12.8,6,6.2,,,,,
dawson_valley,2006,2,2006.13,12.5,,,,,,,
dawson_valley,2006,3,2006.21,55,,,,,,,
dawson_valley,2006,4,2006.29,50.1,4.3,4.4,,,,,
dawson_valley,2006,5,2006.38,2.2,1.6,1.6,,,,,
dawson_valley,2006,6,2006.46,35,,,,,,,
dawson_valley,2006,7,2006.54,25.5,,,,,,,
dawson_valley,2006,8,2006.63,0.4,0.8,0.8,,,,,
dawson_valley,2006,9,2006.71,19.6,0,0,,,,,
dawson_valley,2006,10,2006.79,4,,,,,,,
dawson_valley,2006,11,2006.88,76.5,,,,,,,
dawson_valley,2006,12,2006.96,59.3,,,,,,,
dawson_valley,2007,1,2007.04,91.7,,,,,,,
dawson_valley,2007,2,2007.13,81.3,1,1,,,,,
dawson_valley,2007,3,2007.21,26.8,,,,,,,
dawson_valley,2007,4,2007.29,8.3,,,,,,,
dawson_valley,2007,5,2007.38,26.2,0.8,0.8,,,,,
dawson_valley,2007,6,2007.46,97,,,,,,,
dawson_valley,2007,7,2007.54,0.8,,,,,,,
dawson_valley,2007,8,2007.63,16.8,,,,,,,
dawson_valley,2007,9,2007.71,54.2,,,,,,,
dawson_valley,2007,10,2007.79,75.9,1.3,1.3,,,,,
dawson_valley,2007,11,2007.88,59.8,,,,,,,
dawson_valley,2007,12,2007.96,145.3,,,,,,,
dawson_valley,2008,1,2008.04,81.8,,,,,,,
dawson_valley,2008,2,2008.13,156.5,,,,,,,
dawson_valley,2008,3,2008.21,15.6,,,,,,,
dawson_valley,2008,4,2008.29,0.9,12.4,13.2,,,,,
dawson_valley,2008,5,2008.38,21.2,21,23.6,,,,,
dawson_valley,2008,6,2008.46,5.1,,,,,,,
dawson_valley,2008,7,2008.54,89.4,,,,,,,
dawson_valley,2008,8,2008.63,2.8,,,,,,,
dawson_valley,2008,9,2008.71,63,,,,,,,
dawson_valley,2008,10,2008.79,56.9,,,,,,,
dawson_valley,2008,11,2008.88,49.9,,,,,,,
dawson_valley,2008,12,2008.96,60.2,,,,,,,
dawson_valley,2009,1,2009.04,97.9,,,,,,,
dawson_valley,2009,2,2009.13,148.2,,,,,,,
dawson_valley,2009,3,2009.21,7.1,,,,,,,
eastern_downs,1997,1,1997.04,18.3,,,,,,,
eastern_downs,1997,2,1997.13,97.2,,,,,,,
eastern_downs,1997,3,1997.21,2,,,,,,,
eastern_downs,1997,4,1997.29,5.9,,,,,,,
eastern_downs,1997,5,1997.38,51.1,,,,,,,
eastern_downs,1997,6,1997.46,21.2,,,,,,,
eastern_downs,1997,7,1997.54,15.2,,,,,,,
eastern_downs,1997,8,1997.63,1,,,,,,,
eastern_downs,1997,9,1997.71,49.9,,,,,,,
eastern_downs,1997,10,1997.79,128.9,,,,,,,
eastern_downs,1997,11,1997.88,89.6,,,,,,,
eastern_downs,1997,12,1997.96,64.5,,,,,,,
eastern_downs,1998,1,1998.04,74.9,,,,,,,
eastern_downs,1998,2,1998.13,78.7,,,,,,,
eastern_downs,1998,3,1998.21,2.3,8.6,9,,,,,
eastern_downs,1998,4,1998.29,49.1,,,,,,,
eastern_downs,1998,5,1998.38,63.7,,,,,,,
eastern_downs,1998,6,1998.46,35.6,9.8,10.3,,,,,
eastern_downs,1998,7,1998.54,78.6,,,,,,,
eastern_downs,1998,8,1998.63,32.8,6.6,6.8,,,,,
eastern_downs,1998,9,1998.71,85.9,6.6,6.8,,,,,
eastern_downs,1998,10,1998.79,43.7,3.4,3.5,,,,,
eastern_downs,1998,11,1998.88,110.6,2.2,2.2,,,,,
eastern_downs,1998,12,1998.96,24.5,1.4,1.4,,,,,
eastern_downs,1999,1,1999.04,56.6,1.4,1.4,,,,,
eastern_downs,1999,2,1999.13,86.8,7.7,8,,,,,
eastern_downs,1999,3,1999.21,108.4,6.4,6.6,,,,,
eastern_downs,1999,4,1999.29,15.9,7.5,7.8,,,,,
eastern_downs,1999,5,1999.38,24.3,7.5,7.8,,,,,
eastern_downs,1999,6,1999.46,15.5,6.9,7.1,,,,,
eastern_downs,1999,7,1999.54,79.6,,,,,,,
eastern_downs,1999,8,1999.63,25.9,,,,,,,
eastern_downs,1999,9,1999.71,17,,,,,,,
eastern_downs,1999,10,1999.79,63.1,,,,,,,
eastern_downs,1999,11,1999.88,131.6,,,,,,,
eastern_downs,1999,12,1999.96,148.1,,,,,,,
eastern_downs,2000,1,2000.04,122.4,,,,,,,
eastern_downs,2000,2,2000.13,23.5,,,,,,,
eastern_downs,2000,3,2000.21,22.7,,,,,,,
eastern_downs,2000,4,2000.29,13,,,,,,,
eastern_downs,2000,5,2000.38,29.4,,,,,,,
eastern_downs,2000,6,2000.46,36.9,,,,,,,
eastern_downs,2000,7,2000.54,8,,,,,,,
eastern_downs,2000,8,2000.63,2.4,,,,,,,
eastern_downs,2000,9,2000.71,1.7,,,,,,,
eastern_downs,2000,10,2000.79,31.3,,,,,,,
eastern_downs,2000,11,2000.88,54.9,,,,,,,
eastern_downs,2000,12,2000.96,60.5,,,,,,,
eastern_downs,2001,1,2001.04,21,,,,,,,
eastern_downs,2001,2,2001.13,130.7,,,,,,,
eastern_downs,2001,3,2001.21,108,,,,,,,
eastern_downs,2001,4,2001.29,36.3,,,,,,,
eastern_downs,2001,5,2001.38,37.8,,,,,,,
eastern_downs,2001,6,2001.46,1.7,,,,,,,
eastern_downs,2001,7,2001.54,27.9,,,,,,,
eastern_downs,2001,8,2001.63,10.5,,,,,,,
eastern_downs,2001,9,2001.71,19.8,,,,,,,
eastern_downs,2001,10,2001.79,101.6,,,,,,,
eastern_downs,2001,11,2001.88,146.1,,,,,,,
eastern_downs,2001,12,2001.96,107.8,,,,,,,
eastern_downs,2002,1,2002.04,16.5,,,,,,,
eastern_downs,2002,2,2002.13,43.7,,,,,,,
eastern_downs,2002,3,2002.21,118.7,,,,,,,
eastern_downs,2002,4,2002.29,4.7,,,,,,,
eastern_downs,2002,5,2002.38,20.4,,,,,,,
eastern_downs,2002,6,2002.46,51.1,,,,,,,
eastern_downs,2002,7,2002.54,0.4,,,,,,,
eastern_downs,2002,8,2002.63,25.2,,,,,,,
eastern_downs,2002,9,2002.71,18.8,,,,,,,
eastern_downs,2002,10,2002.79,25.2,,,,,,,
eastern_downs,2002,11,2002.88,43.2,,,,,,,
eastern_downs,2002,12,2002.96,71.8,,,,,,,
eastern_downs,2003,1,2003.04,15.6,,,,,,,
eastern_downs,2003,2,2003.13,112.2,,,,,,,
eastern_downs,2003,3,2003.21,78.8,,,,,,,
eastern_downs,2003,4,2003.29,46.8,,,,,,,
eastern_downs,2003,5,2003.38,16.9,,,,,,,
eastern_downs,2003,6,2003.46,49.2,2.6,2.6,,,,,
eastern_downs,2003,7,2003.54,23.3,,,,,,,
eastern_downs,2003,8,2003.63,13,3.6,3.7,,,,,
eastern_downs,2003,9,2003.71,10.7,,,,,,,
eastern_downs,2003,10,2003.79,103,3.6,3.6,,,,,
eastern_downs,2003,11,2003.88,39.9,,,,,,,
eastern_downs,2003,12,2003.96,159.8,,,,,,,
eastern_downs,2004,1,2004.04,151.9,,,,,,,
eastern_downs,2004,2,2004.13,79.4,,,,,,,
eastern_downs,2004,3,2004.21,65.6,,,,,,,
eastern_downs,2004,4,2004.29,52.4,,,,,,,
eastern_downs,2004,5,2004.38,4,,,,,,,
eastern_downs,2004,6,2004.46,7.9,,,,,,,
eastern_downs,2004,7,2004.54,7.7,,,,,,,
eastern_downs,2004,8,2004.63,29.6,,,,,,,
eastern_downs,2004,9,2004.71,17.5,,,,,,,
eastern_downs,2004,10,2004.79,56.6,,,,,,,
eastern_downs,2004,11,2004.88,148.9,,,,,,,
eastern_downs,2004,12,2004.96,86.6,,,,,,,
eastern_downs,2005,1,2005.04,38.5,,,,,,,
eastern_downs,2005,2,2005.13,51.4,,,,,,,
eastern_downs,2005,3,2005.21,23.9,,,,,,,
eastern_downs,2005,4,2005.29,4.2,,,,,,,
eastern_downs,2005,5,2005.38,28.5,,,,,,,
eastern_downs,2005,6,2005.46,66,0.9,1,,,,,
eastern_downs,2005,7,2005.54,6.5,,,,,,,
eastern_downs,2005,8,2005.63,7.9,,,,,,,
eastern_downs,2005,9,2005.71,21.9,3.3,3.3,,,,,
eastern_downs,2005,10,2005.79,194.1,,,,,,,
eastern_downs,2005,11,2005.88,170.6,,,,,,,
eastern_downs,2005,12,2005.96,51.8,,,,,,,
eastern_downs,2006,1,2006.04,112.3,,,,,,,
eastern_downs,2006,2,2006.13,98.2,,,,,,,
eastern_downs,2006,3,2006.21,24.4,,,,,,,
eastern_downs,2006,4,2006.29,3.6,,,,,,,
eastern_downs,2006,5,2006.38,8.8,,,,,,,
eastern_downs,2006,6,2006.46,5.4,,,,,,,
eastern_downs,2006,7,2006.54,24.2,,,,,,,
eastern_downs,2006,8,2006.63,18.4,,,,,,,
eastern_downs,2006,9,2006.71,77.9,,,,,,,
eastern_downs,2006,10,2006.79,0,,,,,,,
eastern_downs,2006,11,2006.88,100.7,,,,,,,
eastern_downs,2006,12,2006.96,67.3,5,5.1,,,,,
eastern_downs,2007,1,2007.04,21.3,,,,,,,
eastern_downs,2007,2,2007.13,58.8,,,,,,,
eastern_downs,2007,3,2007.21,21.2,2.1,2.1,,,,,
eastern_downs,2007,4,2007.29,16.6,,,,,,,
eastern_downs,2007,5,2007.38,1.5,,,,,,,
eastern_downs,2007,6,2007.46,46.9,,,,,,,
eastern_downs,2007,7,2007.54,0,,,,,,,
eastern_downs,2007,8,2007.63,66.2,,,,,,,
eastern_downs,2007,9,2007.71,37.2,7.1,7.4,,,,,
eastern_downs,2007,10,2007.79,109.6,,,,,,,
eastern_downs,2007,11,2007.88,152.4,4.9,5,,,,,
eastern_downs,2007,12,2007.96,65.5,1.5,1.5,,,,,
eastern_downs,2008,1,2008.04,46.6,,,,,,,
eastern_downs,2008,2,2008.13,75.1,,,,,,,
eastern_downs,2008,3,2008.21,29.1,6.8,7.1,,,,,
eastern_downs,2008,4,2008.29,20,,,,,,,
eastern_downs,2008,5,2008.38,8,23.8,27.2,,,,,
eastern_downs,2008,6,2008.46,28.7,,,,,,,
eastern_downs,2008,7,2008.54,42.1,,,,,,,
eastern_downs,2008,8,2008.63,8.1,23.7,27.1,,,,,
eastern_downs,2008,9,2008.71,42,,,,,,,
eastern_downs,2008,10,2008.79,21.1,,,,,,,
eastern_downs,2008,11,2008.88,226.4,,,,,,,
eastern_downs,2008,12,2008.96,102.1,,,,,,,
eastern_downs,2009,1,2009.04,71.7,,,,,,,
eastern_downs,2009,2,2009.13,52.3,,,,,,,
eastern_downs,2009,3,2009.21,26,,,,,,,
northern_downs,1998,3,1998.21,2.9,,,,,,,
northern_downs,1998,4,1998.29,104,5.3,5.4,,,,,
northern_downs,1998,5,1998.38,120,,,,,,,
northern_downs,1998,6,1998.46,31.2,,,,,,,
northern_downs,1998,7,1998.54,43.8,,,,,,,
northern_downs,1998,8,1998.63,55.6,,,,,,,
northern_downs,1998,9,1998.71,107.9,2.4,2.4,,,,,
northern_downs,1998,10,1998.79,20.7,1.9,2,,,,,
northern_downs,1998,11,1998.88,105.6,2,2,,,,,
northern_downs,1998,12,1998.96,100.2,5.1,5.2,,,,,
northern_downs,1999,1,1999.04,87.6,17.2,18.9,,,,,
northern_downs,1999,2,1999.13,91.9,18.8,20.8,,,,,
northern_downs,1999,3,1999.21,82.9,18.5,20.5,,,,,
northern_downs,1999,4,1999.29,2.3,16.3,17.8,,,,,
northern_downs,1999,5,1999.38,12.1,21.5,24.2,,,,,
northern_downs,1999,6,1999.46,23.5,22.8,25.9,,,,,
northern_downs,1999,7,1999.54,78.1,,,,,,,
northern_downs,1999,8,1999.63,13.5,,,,,,,
northern_downs,1999,9,1999.71,12.4,,,,,,,
northern_downs,1999,10,1999.79,67.2,,,,,,,
northern_downs,1999,11,1999.88,74.5,,,,,,,
northern_downs,1999,12,1999.96,120.7,,,,,,,
northern_downs,2000,1,2000.04,86.4,,,,,,,
northern_downs,2000,2,2000.13,41.9,,,,,,,
northern_downs,2000,3,2000.21,41.3,,,,,,,
northern_downs,2000,4,2000.29,3.8,,,,,,,
northern_downs,2000,5,2000.38,26.5,,,,,,,
northern_downs,2000,6,2000.46,32,,,,,,,
northern_downs,2000,7,2000.54,11.8,,,,,,,
northern_downs,2000,8,2000.63,2.3,,,,,,,
northern_downs,2000,9,2000.71,1.3,,,,,,,
northern_downs,2000,10,2000.79,48,,,,,,,
northern_downs,2000,11,2000.88,75.1,,,,,,,
northern_downs,2000,12,2000.96,53.6,,,,,,,
northern_downs,2001,1,2001.04,64.7,,,,,,,
northern_downs,2001,2,2001.13,114.3,,,,,,,
northern_downs,2001,3,2001.21,60.2,,,,,,,
northern_downs,2001,4,2001.29,36.5,,,,,,,
northern_downs,2001,5,2001.38,16.5,,,,,,,
northern_downs,2001,6,2001.46,0.5,,,,,,,
northern_downs,2001,7,2001.54,21.3,,,,,,,
northern_downs,2001,8,2001.63,8,,,,,,,
northern_downs,2001,9,2001.71,19.9,,,,,,,
northern_downs,2001,10,2001.79,80.2,,,,,,,
northern_downs,2001,11,2001.88,106.3,,,,,,,
northern_downs,2001,12,2001.96,59.8,,,,,,,
northern_downs,2002,1,2002.04,46.6,,,,,,,
northern_downs,2002,2,2002.13,66,,,,,,,
northern_downs,2002,3,2002.21,82.8,,,,,,,
northern_downs,2002,4,2002.29,0.9,,,,,,,
northern_downs,2002,5,2002.38,7.5,,,,,,,
northern_downs,2002,6,2002.46,53.1,,,,,,,
northern_downs,2002,7,2002.54,0,,,,,,,
northern_downs,2002,8,2002.63,68.3,,,,,,,
northern_downs,2002,9,2002.71,8.2,,,,,,,
northern_downs,2002,10,2002.79,22.9,,,,,,,
northern_downs,2002,11,2002.88,28,,,,,,,
northern_downs,2002,12,2002.96,113.5,,,,,,,
northern_downs,2003,1,2003.04,16.5,,,,,,,
northern_downs,2003,2,2003.13,86,,,,,,,
northern_downs,2003,3,2003.21,124.2,,,,,,,
northern_downs,2003,4,2003.29,38.6,,,,,,,
northern_downs,2003,5,2003.38,17.5,,,,,,,
northern_downs,2003,6,2003.46,47.7,5.9,6.1,,,,,
northern_downs,2003,7,2003.54,13.7,,,,,,,
northern_downs,2003,8,2003.63,21,51.6,72.5,,,,,
northern_downs,2003,9,2003.71,6.9,,,,,,,
northern_downs,2003,10,2003.79,97.6,1,1,,,,,
northern_downs,2003,11,2003.88,19.8,,,,,,,
northern_downs,2003,12,2003.96,135.4,12.3,13.1,,,,,
northern_downs,2004,1,2004.04,142.5,,,,,,,
northern_downs,2004,2,2004.13,75.7,,,,,,,
northern_downs,2004,3,2004.21,63.7,,,,,,,
northern_downs,2004,4,2004.29,26.6,,,,,,,
northern_downs,2004,5,2004.38,13.8,,,,,,,
northern_downs,2004,6,2004.46,6.5,,,,,,,
northern_downs,2004,7,2004.54,9.7,5.9,6.1,,,,,
northern_downs,2004,8,2004.63,20.7,,,,,,,
northern_downs,2004,9,2004.71,22.2,,,,,,,
northern_downs,2004,10,2004.79,36.9,,,,,,,
northern_downs,2004,11,2004.88,88.6,,,,,,,
northern_downs,2004,12,2004.96,84.8,,,,,,,
northern_downs,2005,1,2005.04,43,,,,,,,
northern_downs,2005,2,2005.13,16.4,,,,,,,
northern_downs,2005,3,2005.21,15.1,,,,,,,
northern_downs,2005,4,2005.29,0.5,,,,,,,
northern_downs,2005,5,2005.38,19.2,,,,,,,
northern_downs,2005,6,2005.46,132.4,12.1,12.9,,,,,
northern_downs,2005,7,2005.54,1.3,,,,,,,
northern_downs,2005,8,2005.63,7,,,,,,,
northern_downs,2005,9,2005.71,14.7,2.6,2.6,,,,,
northern_downs,2005,10,2005.79,89.4,,,,,,,
northern_downs,2005,11,2005.88,121,,,,,,,
northern_downs,2005,12,2005.96,74.1,,,,,,,
northern_downs,2006,1,2006.04,101.9,,,,,,,
northern_downs,2006,2,2006.13,35.9,,,,,,,
northern_downs,2006,3,2006.21,6.6,,,,,,,
northern_downs,2006,4,2006.29,14.1,,,,,,,
northern_downs,2006,5,2006.38,16.9,,,,,,,
northern_downs,2006,6,2006.46,2.9,,,,,,,
northern_downs,2006,7,2006.54,33.9,,,,,,,
northern_downs,2006,8,2006.63,6.4,,,,,,,
northern_downs,2006,9,2006.71,27.2,,,,,,,
northern_downs,2006,10,2006.79,3.6,,,,,,,
northern_downs,2006,11,2006.88,54.8,22.6,25.6,,,,,
northern_downs,2006,12,2006.96,62.7,10.5,11.1,,,,,
northern_downs,2007,1,2007.04,60.9,,,,,,,
northern_downs,2007,2,2007.13,22.7,,,,,,,
northern_downs,2007,3,2007.21,39.3,0.8,0.8,,,,,
northern_downs,2007,4,2007.29,15.8,,,,,,,
northern_downs,2007,5,2007.38,7.2,2.5,2.5,,,,,
northern_downs,2007,6,2007.46,119.7,,,,,,,
northern_downs,2007,7,2007.54,0,,,,,,,
northern_downs,2007,8,2007.63,55.8,,,,,,,
northern_downs,2007,9,2007.71,29.4,1.5,1.6,,,,,
northern_downs,2007,10,2007.79,85.4,,,,,,,
northern_downs,2007,11,2007.88,123.8,0.5,0.5,,,,,
northern_downs,2007,12,2007.96,70.5,,,,,,,
northern_downs,2008,1,2008.04,40.1,,,,,,,
northern_downs,2008,2,2008.13,202.1,,,,,,,
northern_downs,2008,3,2008.21,22.4,1.6,1.6,,,,,
northern_downs,2008,4,2008.29,1.6,,,,,,,
northern_downs,2008,5,2008.38,8.8,,,,,,,
northern_downs,2008,6,2008.46,23.9,,,,,,,
northern_downs,2008,7,2008.54,64.4,,,,,,,
northern_downs,2008,8,2008.63,7.3,,,,,,,
northern_downs,2008,9,2008.71,60.3,,,,,,,
northern_downs,2008,10,2008.79,38.9,,,,,,,
northern_downs,2008,11,2008.88,146.3,,,,,,,
northern_downs,2008,12,2008.96,75.6,,,,,,,
northern_downs,2009,1,2009.04,61.9,,,,,,,
northern_downs,2009,2,2009.13,114.2,,,,,,,
northern_downs,2009,3,2009.21,7.3,,,,,,,